text,retweet_count,favorite_count,created_at,preprocessed_text,sentiment_neg,sentiment_pos,sentiment_neutral,sentiment,sentiment_group,ORG_entities,GPE_entities
"@ErnestT08520006 @dwallacewells Oh your serious... Lead acid is obsolete battery tech, it's not being used for grid storage, lithium based batteries are here is a graph of the cost over the last 10 years https://t.co/RSRJ6rbYtN",0,1,2023-06-08 00:32:33+00:00,"['ernestt08520006', 'dwallacewells', 'oh', 'serious', 'lead', 'acid', 'obsolete', 'battery', 'tech', 'used', 'grid', 'storage', 'lithium', 'based', 'battery', 'graph', 'cost', 'last', '10', 'year']",0.163,0.0,0.837,-0.3612,Negative,[],[]
@VicBStard @itsdancrowd Exactly. Battery tech has come a long way in recent years but being able to swap out rechargeable AAs in the Xbox controllers is a player-friendly option IMO.,0,1,2023-06-08 00:29:15+00:00,"['vicbstard', 'itsdancrowd', 'exactly', 'battery', 'tech', 'come', 'long', 'way', 'recent', 'year', 'able', 'swap', 'rechargeable', 'aa', 'xbox', 'controller', 'playerfriendly', 'option', 'imo']",0.0,0.0,1.0,0.0,Neutral,[],[]
.@ADLbus Maybe you guys could use @BAESystemsplc electric bus drivetrain &amp; battery tech in your products ⬇️ https://t.co/YFk9w4XsT2,0,1,2023-06-07 22:58:35+00:00,"['adlbus', 'maybe', 'guy', 'could', 'use', 'baesystemsplc', 'electric', 'bus', 'drivetrain', 'amp', 'battery', 'tech', 'product', '⬇️']",0.0,0.0,1.0,0.0,Neutral,['adlbus'],[]
"@acmtix @bobbyllew The alternative is none of the modern tech we take for granted. My car, this phone, my watch... even many of the battery backed solar ""generators""...

We're a consumer race, now, and consumers don't care where things come from, so long as they can aquire what they want/need.",0,1,2023-06-07 22:38:25+00:00,"['acmtix', 'bobbyllew', 'alternative', 'none', 'modern', 'tech', 'take', 'granted', 'car', 'phone', 'watch', 'even', 'many', 'battery', 'backed', 'solar', 'generator', 'consumer', 'race', 'consumer', 'dont', 'care', 'thing', 'come', 'long', 'aquire', 'wantneed']",0.088,0.104,0.807,-0.1351,Negative,[],[]
"@Aceofspades256 @michaelshermer More:

This year:

China emerges as largest exporter of cars

According to Nature Magazine index, Chinese scientists publish more high impact science than Americans

Ford licences CATL (Chinese!) battery tech.

What does this say about US/Chinese strategic rivalry?",0,1,2023-06-07 22:29:11+00:00,"['aceofspades256', 'michaelshermer', 'year', 'china', 'emerges', 'largest', 'exporter', 'car', 'according', 'nature', 'magazine', 'index', 'chinese', 'scientist', 'publish', 'high', 'impact', 'science', 'american', 'ford', 'licence', 'catl', 'chinese', 'battery', 'tech', 'say', 'uschinese', 'strategic', 'rivalry']",0.0,0.0,1.0,0.0,Neutral,['ford'],['china']
@scottlindsay88 @IBehunek @tesla_brasil @tunguz I have to disagree-they are maturing at the same time. Why could you not take self driving and implement it into a gas vehicle? Self driving semis are the big $ change. EVs are limited by battery tech and the power grid. Once those are solved the price of gas will soon collapse.,0,1,2023-06-07 20:33:06+00:00,"['scottlindsay88', 'ibehunek', 'teslabrasil', 'tunguz', 'disagreethey', 'maturing', 'time', 'could', 'take', 'self', 'driving', 'implement', 'gas', 'vehicle', 'self', 'driving', 'semi', 'big', 'change', 'ev', 'limited', 'battery', 'tech', 'power', 'grid', 'solved', 'price', 'gas', 'soon', 'collapse']",0.149,0.061,0.789,-0.4588,Negative,[],[]
"@LiamsTransport1 @westmidsbuses Electric car batteries have improved so much in just over a decade, range on one charge has gone from about 80 miles to anything from 250 to 300 miles. New battery tech under development will similarly allow long distance coaches to go fully electric in another 5 or 10 years.",0,1,2023-06-07 19:40:43+00:00,"['amstransport1', 'westmidsbuses', 'electric', 'car', 'battery', 'improved', 'much', 'decade', 'range', 'one', 'charge', 'gone', '80', 'mile', 'anything', '250', '300', 'mile', 'new', 'battery', 'tech', 'development', 'similarly', 'allow', 'long', 'distance', 'coach', 'go', 'fully', 'electric', 'another', '5', '10', 'year']",0.0,0.139,0.861,0.6124,Positive,['amstransport1'],[]
"With the price of #AppleVisionPro, you can buy a 14"" MacBook Pro and an 11"" iPad Pro with Magic Keyboard and Pencil (or an iPhone 14 Pro), all with full day battery life!
While the tech is impressive, Apple has yet to sell a unique and compelling use case for that price point.",0,1,2023-06-07 19:06:32+00:00,"['price', 'applevisionpro', 'buy', '14', 'macbook', 'pro', '11', 'ipad', 'pro', 'magic', 'keyboard', 'pencil', 'iphone', '14', 'pro', 'full', 'day', 'battery', 'life', 'tech', 'impressive', 'apple', 'yet', 'sell', 'unique', 'compelling', 'use', 'case', 'price', 'point']",0.0,0.157,0.843,0.6369,Positive,[],[]
"@SpencerFernando There is only two ways to lower emissions en masse. Less population. Less stuff for the population you have. The world cannot sustain even the current surge in battery tech. Mining heavy metals FOR the environment guys. Makes sense.

This is a take things away model.",0,1,2023-06-07 18:40:03+00:00,"['spencerfernando', 'two', 'way', 'lower', 'emission', 'en', 'masse', 'le', 'population', 'le', 'stuff', 'population', 'world', 'sustain', 'even', 'current', 'surge', 'battery', 'tech', 'mining', 'heavy', 'metal', 'environment', 'guy', 'make', 'sense', 'take', 'thing', 'away', 'mode']",0.071,0.0,0.929,-0.296,Negative,[],[]
"🚗⚡️ Discover how graphene and sodium batteries offer faster charging, higher energy density, and eco-friendliness, reshaping our commutes and planet for the better! 🌍 #EVs #CleanEnergy @torquenewsauto https://t.co/1SGiuvAKqZ",0,1,2023-06-07 18:30:00+00:00,"['🚗⚡️', 'discover', 'graphene', 'sodium', 'battery', 'offer', 'faster', 'charging', 'higher', 'energy', 'density', 'ecofriendliness', 'reshaping', 'commute', 'planet', 'better', '🌍', 'ev', 'cleanenergy', 'torquenewsauto']",0.0,0.227,0.773,0.6124,Positive,[],[]
I hate when you buy a piece of tech and you turn it on only to find a dead ass battery ugh,0,1,2023-06-07 17:58:07+00:00,"['hate', 'buy', 'piece', 'tech', 'turn', 'find', 'dead', 'as', 'battery', 'ugh']",0.607,0.0,0.393,-0.8957,Negative,[],[]
"@SolDapper true. Yesterday startup summit I went to, most agree that AR/VR tech will need to be small enough to be normal everyday glasses. No one wanna buy a big clunky headset with 2 hours of battery life. A lot predicting it gonna happen in 10 years.",0,1,2023-06-07 16:50:02+00:00,"['soldapper', 'true', 'yesterday', 'startup', 'summit', 'went', 'agree', 'arvr', 'tech', 'need', 'small', 'enough', 'normal', 'everyday', 'glass', 'one', 'wan', 'na', 'buy', 'big', 'clunky', 'headset', '2', 'hour', 'battery', 'life', 'lot', 'predicting', 'gon', 'na', 'happen', '10', 'year']",0.0,0.15,0.85,0.6486,Positive,[],[]
"With construction to start in the 2nd half of 2023, this plant is expected to have annual production capacity of 30 GWh, &amp; to be able to support the production of 300,000 units of EVs annually.  Investment is over US$4.3 billion.  Read more: https://t.co/UY5c9qEV67
#ngc #graphite https://t.co/rp2mBr3X9k",0,1,2023-06-07 16:37:48+00:00,"['construction', 'start', '2nd', 'half', '2023', 'plant', 'expected', 'annual', 'production', 'capacity', '30', 'gwh', 'amp', 'able', 'support', 'production', '300000', 'unit', 'ev', 'annually', 'investment', 'us43', 'billion', 'read', 'ngc', 'graphite']",0.0,0.097,0.903,0.4019,Positive,[],[]
"With construction to start in the 2nd half of 2023, this plant is expected to have annual production capacity of 30 GWh, &amp; to be able to support the production of 300,000 units of EVs annually.  Investment is over US$4.3 billion.  Read more: https://t.co/YgYxf7EN15
#ngc #graphite https://t.co/pTLeBt4dEj",0,1,2023-06-07 16:36:50+00:00,"['construction', 'start', '2nd', 'half', '2023', 'plant', 'expected', 'annual', 'production', 'capacity', '30', 'gwh', 'amp', 'able', 'support', 'production', '300000', 'unit', 'ev', 'annually', 'investment', 'us43', 'billion', 'read', 'ngc', 'graphite']",0.0,0.097,0.903,0.4019,Positive,[],[]
"@durreadan01 What is you said is correct
Apple Vision Pro is the beginning of a new future tech 
Imagine this thing shrinking yearly to the size of a sunglass someday. A better way to implement battery system and the best possible techs onto it
This could be like those futuristic movies thing",0,1,2023-06-07 16:10:37+00:00,"['durreadan01', 'said', 'correct', 'apple', 'vision', 'pro', 'beginning', 'new', 'future', 'tech', 'imagine', 'thing', 'shrinking', 'yearly', 'size', 'sunglass', 'someday', 'better', 'way', 'implement', 'battery', 'system', 'best', 'possible', 'tech', 'onto', 'could', 'like', 'futuristic', 'movie', 'thing']",0.0,0.301,0.699,0.891,Positive,['durreadan01'],[]
"2. The ""next iPhone"" should have something much better than two-hour battery life. Not their fault. Battery tech hasn't caught up yet. It'll be a while.",0,1,2023-06-07 16:00:32+00:00,"['2', 'next', 'iphone', 'something', 'much', 'better', 'twohour', 'battery', 'life', 'fault', 'battery', 'tech', 'hasnt', 'caught', 'yet', 'itll']",0.145,0.156,0.699,0.0516,Positive,[],[]
"Energizer U680S: 6.8"" HD display, 13MP camera, 7000mAh battery, Android 11. #EnergizerU680S #budgetphone #longlastingbattery
https://t.co/PRmx0sjz5w",0,1,2023-06-07 15:49:40+00:00,"['energizer', 'u680s', '68', 'hd', 'display', '13mp', 'camera', '7000mah', 'battery', 'android', '11', 'energizeru680s', 'budgetphone', 'longlastingbattery']",0.0,0.193,0.807,0.4767,Positive,[],[]
"vivo X Fold2 is here!

* 8.03"" foldable AMOLED display
* Snapdragon 8 Gen 2 chip
* 12GB RAM
* 4800mAh battery
* 50MP triple rear camera
* 16MP front camera

#vivoXFold2 #vivo #foldablephone #Android
https://t.co/T1r4PRGuZj",0,1,2023-06-07 15:48:51+00:00,"['vivo', 'x', 'fold2', '803', 'foldable', 'amoled', 'display', 'snapdragon', '8', 'gen', '2', 'chip', '12gb', 'ram', '4800mah', 'battery', '50mp', 'triple', 'rear', 'camera', '16mp', 'front', 'camera', 'vivoxfold2', 'vivo', 'foldablephone', 'android']",0.0,0.0,1.0,0.0,Neutral,['vivoxfold2'],[]
"New vivo X Flip is here! 6.74"" AMOLED display, 50MP rear camera, 12GB RAM, Snapdragon 8+ Gen 1 chip, and 4400mAh battery. #vivoXFlip #foldablephone #smartphone #tech #gadgets
https://t.co/x49wbEATxR",0,1,2023-06-07 15:46:09+00:00,"['ew', 'vivo', 'x', 'flip', '674', 'amoled', 'display', '50mp', 'rear', 'camera', '12gb', 'ram', 'snapdragon', '8', 'gen', '1', 'chip', '4400mah', 'battery', 'vivoxflip', 'foldablephone', 'smartphone', 'tech', 'gadget']",0.0,0.0,1.0,0.0,Neutral,['snapdragon'],[]
The California Energy Commission will consider a $2.9 million grant to fund a pilot production line for battery cathodes developed by LiCAP Technologies Inc. in Rancho Cordova.  https://t.co/qFmgldsHdB,0,1,2023-06-07 14:00:47+00:00,"['california', 'energy', 'commission', 'consider', '29', 'million', 'grant', 'fund', 'pilot', 'production', 'line', 'battery', 'cathode', 'developed', 'licap', 'technology', 'inc', 'rancho', 'cordova']",0.0,0.213,0.787,0.5574,Positive,['california energy commission'],[]
@theDetroitJames @CNN And a much better and more reusable battery source. Batteries are a massive limitation to all portable tech. We've pretty much maxed out L-ion batteries. Hopefully solid state can advance us a little bit.,0,1,2023-06-07 13:57:20+00:00,"['thedetroitjames', 'cnn', 'much', 'better', 'reusable', 'battery', 'source', 'battery', 'massive', 'limitation', 'portable', 'tech', 'weve', 'pretty', 'much', 'maxed', 'lion', 'battery', 'hopefully', 'solid', 'state', 'advance', 'u', 'little', 'bit']",0.07,0.329,0.601,0.802,Positive,['cnn'],[]
"@gilgamesh_402 didn't study sir watched a few YT vids prolly and extrapolated the rest given that electricity cannot be ""stored"" it either flows or goes waste

battery tech is only thing keeping us away from going full solar at this point

no large scale cheap and efficient enough way to store",0,1,2023-06-07 12:42:00+00:00,"['gilgamesh402', 'didnt', 'study', 'sir', 'watched', 'yt', 'vids', 'prolly', 'extrapolated', 'rest', 'given', 'electricity', 'stored', 'either', 'flow', 'go', 'waste', 'battery', 'tech', 'thing', 'keeping', 'u', 'away', 'going', 'full', 'solar', 'point', 'large', 'scale', 'cheap', 'efficient', 'enough', 'way', 'store']",0.077,0.077,0.847,0.0,Neutral,[],[]
"@milesdeutscher Definitely not. Over priced new tech. Be patient :)

There will be others without the external screen, lighter material and especially, better battery life at some point.",0,1,2023-06-07 11:22:39+00:00,"['milesdeutscher', 'definitely', 'priced', 'new', 'tech', 'patient', 'others', 'without', 'external', 'screen', 'lighter', 'material', 'especially', 'better', 'battery', 'life', 'point']",0.0,0.282,0.718,0.7089,Positive,[],[]
Fair play to VR Headsets - the only tech that makes Battery tech look dynamic and fast moving. #Apple,0,1,2023-06-07 08:52:40+00:00,"['fair', 'play', 'vr', 'headset', 'tech', 'make', 'battery', 'tech', 'look', 'dynamic', 'fast', 'moving', 'apple']",0.0,0.422,0.578,0.743,Positive,[],[]
@tech_instigator How’s the battery life on this been compared to your 13 Pro Max?,0,1,2023-06-07 08:43:06+00:00,"['techinstigator', '’', 'battery', 'life', 'compared', '13', 'pro', 'max']",0.0,0.0,1.0,0.0,Neutral,[],[]
"@tech_instigator Yeah, I’m probably gonna go back to iOS 16 and switch back when the public beta is here, the battery life is terrible for me",0,1,2023-06-07 07:27:21+00:00,"['techinstigator', 'yeah', '’', 'probably', 'gon', 'na', 'go', 'back', 'io', '16', 'switch', 'back', 'public', 'beta', 'battery', 'life', 'terrible']",0.161,0.114,0.725,-0.2263,Negative,[],[]
"@jonfarjo @LunarCrush @joevezz @money2020 @Apple Yeah obviously haven’t used it, but battery charge &amp; price are the first obvious ones 

Another one is cinema experience, can really have one with friends and family unless you have multiple devices. 

In general device &amp; tech is great",0,1,2023-06-07 07:20:41+00:00,"['jonfarjo', 'lunarcrush', 'joevezz', 'money2020', 'apple', 'yeah', 'obviously', '’', 'used', 'battery', 'charge', 'amp', 'price', 'first', 'obvious', 'one', 'another', 'one', 'cinema', 'experience', 'really', 'one', 'friend', 'family', 'unless', 'multiple', 'device', 'general', 'device', 'amp', 'tech', 'great']",0.0,0.259,0.741,0.8683,Positive,[],[]
"You wanna know what's game changing about Apple's new VR headset? You can see out of it so you can see me pointing and laughing at you for spending $3,500, and only getting two hours of battery life on tech that's been around for years now.",0,1,2023-06-07 07:08:43+00:00,"['wan', 'na', 'know', 'whats', 'game', 'changing', 'apple', 'new', 'vr', 'headset', 'see', 'see', 'pointing', 'laughing', 'spending', '3500', 'getting', 'two', 'hour', 'battery', 'life', 'tech', 'thats', 'around', 'year']",0.0,0.118,0.882,0.4939,Positive,[],[]
@Tech_Madziva @_Don_Scatta Hopefully that battery bank won't give you sleepless nights. Great job,0,1,2023-06-07 06:24:09+00:00,"['techmadziva', 'donscatta', 'hopefully', 'battery', 'bank', 'wont', 'give', 'sleepless', 'night', 'great', 'job']",0.0,0.43,0.57,0.7783,Positive,['techmadziva donscatta hopefully battery bank'],[]
"@CHNG71 I like this thinking. Let's find the AR/VR pick and shovel plays! I'll add $ALB to your list, since those VR helmets need battery tech.",0,1,2023-06-07 05:27:52+00:00,"['chng71', 'like', 'thinking', 'let', 'find', 'arvr', 'pick', 'shovel', 'play', 'ill', 'add', 'alb', 'list', 'since', 'vr', 'helmet', 'need', 'battery', 'tech']",0.118,0.207,0.675,0.2732,Positive,[],[]
"@markgurman Seriously?  Is that really how all the tech pundits are reading that?

Users interested in the tech take it to mean headset use is 2 hours using the battery but can be used all day if you plug it in.  (Like your iMac) https://t.co/PhQqtAHiWR",0,1,2023-06-07 04:11:30+00:00,"['markgurman', 'seriously', 'really', 'tech', 'pundit', 'reading', 'user', 'interested', 'tech', 'take', 'mean', 'headset', 'use', '2', 'hour', 'using', 'battery', 'used', 'day', 'plug', 'like', 'imac']",0.068,0.209,0.723,0.5423,Positive,[],[]
"@debcha @robinsonmeyer Battery swap options are catching on in large cities where most people live in apartment towers with few charging options. 

Also useful for large vehicles &amp; upgrading to new battery tech as it emerges instead of buying new vehicle

https://t.co/E3DWQj6Y9E
https://t.co/olaEshMLF6 https://t.co/07GyU7H6lO",0,1,2023-06-07 00:58:28+00:00,"['debcha', 'robinsonmeyer', 'battery', 'swap', 'option', 'catching', 'large', 'city', 'people', 'live', 'apartment', 'tower', 'charging', 'option', 'also', 'useful', 'large', 'vehicle', 'amp', 'upgrading', 'new', 'battery', 'tech', 'emerges', 'instead', 'buying', 'new', 'vehicle']",0.0,0.097,0.903,0.4404,Positive,['debcha robinsonmeyer battery'],[]
"@Marzzel2020 @bryanchalker @engadget When you’re watching a movie it’s likely that youll have a socket nearby to plug it in anyway (providing all day battery life) and same goes for work.

Theres so many simple compromises but everyone wants it to ‘perfect’ asif its not new tech",0,1,2023-06-07 00:47:09+00:00,"['marzzel2020', 'bryanchalker', 'engadget', '’', 'watching', 'movie', '’', 'likely', 'youll', 'socket', 'nearby', 'plug', 'anyway', 'providing', 'day', 'battery', 'life', 'go', 'work', 'there', 'many', 'simple', 'compromise', 'everyone', 'want', '‘', 'perfect', '’', 'asif', 'new', 'tech']",0.0,0.167,0.833,0.6124,Positive,['marzzel2020'],[]
"One of China’s top battery-makers🔋- Gotion High-Tech Co reckons it has cracked a technology to provide even cheaper &amp; more powerful packs for #EVs, &amp; guess what it uses - #MANGANESE! They are saying it will power an EV for 1,000 kms on each charge.

https://t.co/83U0deJHTc #AX8",0,1,2023-06-07 00:42:06+00:00,"['one', 'china', '’', 'top', 'batterymakers🔋', 'gotion', 'hightech', 'co', 'reckons', 'cracked', 'technology', 'provide', 'even', 'cheaper', 'amp', 'powerful', 'pack', 'ev', 'amp', 'guess', 'us', 'manganese', 'saying', 'power', 'ev', '1000', 'km', 'charge', 'ax8']",0.0,0.15,0.85,0.5574,Positive,[],['china']
"@sewalkerdesign @profgalloway Until battery tech makes major advances, there won’t be any improvements to this ridiculous tech. The battery lasts 2 hours, which if history is any guide, highly optimistic. Can’t even watch a movie, won’t last NY to LA. Barely even NY to Chicago.",0,1,2023-06-06 22:25:37+00:00,"['sewalkerdesign', 'profgalloway', 'battery', 'tech', 'make', 'major', 'advance', '’', 'improvement', 'ridiculous', 'tech', 'battery', 'last', '2', 'hour', 'history', 'guide', 'highly', 'optimistic', '’', 'even', 'watch', 'movie', '’', 'last', 'ny', 'la', 'barely', 'even', 'ny', 'chicago']",0.078,0.174,0.748,0.4754,Positive,[],['chicago']
"@Smidge219587871 @GeoffBuysCars @106Euan An EV can be almost fully recycled.
An ICE can be almost fully recycled.

EV fuel source can be from renewable energy.
ICE fuel once burnt, is gone, the very definition of non-renewable.

Battery tech today isn’t how it will be. Just because it ‘isn’t’ doesn’t mean it ‘can’t be’",0,1,2023-06-06 22:19:16+00:00,"['smidge219587871', 'geoffbuyscars', '106euan', 'ev', 'almost', 'fully', 'recycled', 'ice', 'almost', 'fully', 'recycled', 'ev', 'fuel', 'source', 'renewable', 'energy', 'ice', 'fuel', 'burnt', 'gone', 'definition', 'nonrenewable', 'battery', 'tech', 'today', '’', '‘', '’', '’', '’', 'mean', '‘', '’', '’']",0.0,0.077,0.923,0.2732,Positive,[],[]
@pressf1 @SebMendonca @rsgnl I just hope other companies have access to this kind of tech as well if they don't make their own battery. I'm just sick of lithium batts at this point. All these devices getting more powerful every year yet we can only use them a couple of hours in a single charge.,0,1,2023-06-06 21:16:38+00:00,"['pressf1', 'sebmendonca', 'rsgnl', 'hope', 'company', 'access', 'kind', 'tech', 'well', 'dont', 'make', 'battery', 'im', 'sick', 'lithium', 'batts', 'point', 'device', 'getting', 'powerful', 'every', 'year', 'yet', 'use', 'couple', 'hour', 'single', 'charge']",0.088,0.299,0.613,0.7845,Positive,['pressf1'],[]
@Atlanticoncrete @PeterZeihan With new battery tech...for sure.,0,1,2023-06-06 21:10:46+00:00,"['atlanticoncrete', 'peterzeihan', 'new', 'battery', 'techfor', 'sure']",0.0,0.315,0.685,0.3182,Positive,[],[]
"@ianzelbo Several reasons to cop:
New tech that is really cool
New experience with watching different things

Several reasons NOT to cop:
💰
2 hour battery life
Not many practical uses for it (maybe if you travel a lot and need multiple screens to work)
ETC",0,1,2023-06-06 20:50:28+00:00,"['anzelbo', 'several', 'reason', 'cop', 'new', 'tech', 'really', 'cool', 'new', 'experience', 'watching', 'different', 'thing', 'several', 'reason', 'cop', '💰', '2', 'hour', 'battery', 'life', 'many', 'practical', 'us', 'maybe', 'travel', 'lot', 'need', 'multiple', 'screen', 'work', 'etc']",0.0,0.082,0.918,0.3804,Positive,[],[]
"@AppleSupport @sir_quattro Since when is a ‘2 hour battery life’ a selling point? 24 hour battery life is a USP. For this price I expect basic tech, like battery power to be a leap forward!",0,1,2023-06-06 20:30:41+00:00,"['applesupport', 'sirquattro', 'since', '‘', '2', 'hour', 'battery', 'life', '’', 'selling', 'point', '24', 'hour', 'battery', 'life', 'usp', 'price', 'expect', 'basic', 'tech', 'like', 'battery', 'power', 'leap', 'forward']",0.0,0.106,0.894,0.3612,Positive,[],[]
"@vortuosity It’s a beautiful piece of tech. Shame about the battery life, but expected for their first run. The opportunities it’s going to give folk is wonderful.",0,1,2023-06-06 19:48:19+00:00,"['vortuosity', '’', 'beautiful', 'piece', 'tech', 'shame', 'battery', 'life', 'expected', 'first', 'run', 'opportunity', '’', 'going', 'give', 'folk', 'wonderfu']",0.142,0.307,0.55,0.5574,Positive,[],[]
"@fahim_al_mahmud I think it's really cool but based on the pricing, bulkiness, and short battery life I still think it's a little too early for this tech. At the moment I think all it really is just a really cool tech demo.",0,1,2023-06-06 19:05:04+00:00,"['fahimalmahmud', 'think', 'really', 'cool', 'based', 'pricing', 'bulkiness', 'short', 'battery', 'life', 'still', 'think', 'little', 'early', 'tech', 'moment', 'think', 'really', 'really', 'cool', 'tech', 'demo']",0.0,0.206,0.794,0.6353,Positive,['fahimalmahmud'],[]
@ShyLily_Shrimp @errol_baer @sameershah23 @TycoonTom @JeffTutorials @Apple Or maybe we should invest into better battery tech instead of the m2 chip lol thats just me portable techs battery life has staying the same while other types of tech aren't,0,1,2023-06-06 17:55:50+00:00,"['shylilyshrimp', 'errolbaer', 'sameershah23', 'tycoontom', 'jefftutorials', 'apple', 'maybe', 'invest', 'better', 'battery', 'tech', 'instead', 'm2', 'chip', 'lol', 'thats', 'portable', 'tech', 'battery', 'life', 'staying', 'type', 'tech', 'arent']",0.0,0.206,0.794,0.6908,Positive,['sameershah23'],[]
"@_tonylewis But, like basically all of tech, this is in dire need of a battery revolution.

Whoever creates the 10x battery leap will make trillions.",0,1,2023-06-06 17:29:07+00:00,"['tonylewis', 'like', 'basically', 'tech', 'dire', 'need', 'battery', 'revolution', 'whoever', 'creates', '10x', 'battery', 'leap', 'make', 'trillion']",0.153,0.235,0.612,0.1531,Positive,[],[]
"@ObsoleteSony Sony was suppose to make a add on battery pack unit that mounted on a bottom as well but didn't manage to get the tech out before third party developers, so It ended up DOA in commute",0,1,2023-06-06 17:21:57+00:00,"['obsoletesony', 'sony', 'suppose', 'make', 'add', 'battery', 'pack', 'unit', 'mounted', 'bottom', 'well', 'didnt', 'manage', 'get', 'tech', 'third', 'party', 'developer', 'ended', 'doa', 'commute']",0.126,0.184,0.69,0.128,Positive,['sony'],[]
"@andrestaltz Literally why I shared it lol

I think we've hit the ceiling on AR / VR tech and don't want to admit it.

The only big innovations from here on is just making this stuff smaller and last longer on battery, the rest is just feature creep for the sake of it.",0,1,2023-06-06 16:53:16+00:00,"['andrestaltz', 'literally', 'shared', 'lol', 'think', 'weve', 'hit', 'ceiling', 'ar', 'vr', 'tech', 'dont', 'want', 'admit', 'big', 'innovation', 'making', 'stuff', 'smaller', 'last', 'longer', 'battery', 'rest', 'feature', 'creep', 'sake']",0.089,0.247,0.664,0.7172,Positive,['andrestaltz'],[]
"#ElectricVehicles #lithium #nickel #cobalt #graphite 
Why does the article state that Gotion High-Tech's LMFP can replace only 'some' of the current nickel-cobalt cells? Need more information. 🤔
https://t.co/hEgxFF5tIW",0,1,2023-06-06 16:46:06+00:00,"['electricvehicles', 'lithium', 'nickel', 'cobalt', 'graphite', 'article', 'state', 'gotion', 'hightechs', 'lmfp', 'replace', 'current', 'nickelcobalt', 'cell', 'need', 'information', '🤔']",0.0,0.0,1.0,0.0,Neutral,[],[]
"So after some research beyond funny memes on new apple vision pro VR goggles, i have to admit that it indeed has some REALLY cool features and its PACKED with tech. However its still a brick on your head with very limited battery life.🧵 https://t.co/PPSDVNJbXs",0,1,2023-06-06 16:29:55+00:00,"['research', 'beyond', 'funny', 'meme', 'new', 'apple', 'vision', 'pro', 'vr', 'goggles', 'admit', 'indeed', 'really', 'cool', 'feature', 'packed', 'tech', 'however', 'still', 'brick', 'head', 'limited', 'battery', 'life🧵']",0.063,0.308,0.629,0.7501,Positive,[],[]
"Samsung Galaxy A14: 50MP camera, 6.6"" FHD+ display, 5000mAh battery, 5G connectivity. #Samsung #GalaxyA14 #5G #Android #smartphone
https://t.co/0MHb6vYFoC",0,1,2023-06-06 16:24:37+00:00,"['samsung', 'galaxy', 'a14', '50mp', 'camera', '66', 'fhd', 'display', '5000mah', 'battery', '5g', 'connectivity', 'samsung', 'galaxya14', '5g', 'android', 'smartphone']",0.0,0.0,1.0,0.0,Neutral,['samsung'],[]
"@rcopelan Nice, pros/cons balanced review of tech, weight, cost, battery, etc. from @MKBHD: https://t.co/q4ajLRLcHC (based on keynote info + he got 30 mins hands on to inform opinion more).",0,1,2023-06-06 15:09:57+00:00,"['rcopelan', 'nice', 'proscons', 'balanced', 'review', 'tech', 'weight', 'cost', 'battery', 'etc', 'mkbhd', 'based', 'keynote', 'info', 'got', '30', 'min', 'hand', 'inform', 'opinion']",0.0,0.25,0.75,0.7184,Positive,[],[]
"Lastly, in the ads, this Apple headset minimizes the fact that it only has a 2h battery life &amp; needs a pack that's carried. On top of this, tech reviewer @MKBHD has said the set feels heavy due to material quality. So overall what's so exciting? It certainly isn't the design. https://t.co/w5ckTn1SaW",0,1,2023-06-06 15:02:05+00:00,"['astly', 'ad', 'apple', 'headset', 'minimizes', 'fact', '2h', 'battery', 'life', 'amp', 'need', 'pack', 'thats', 'carried', 'top', 'tech', 'reviewer', 'mkbhd', 'said', 'set', 'feel', 'heavy', 'due', 'material', 'quality', 'overall', 'whats', 'exciting', 'certainly', 'isnt', 'design']",0.0,0.209,0.791,0.7506,Positive,[],[]
@LambiPlays @SamsungMobileSA Nokia 3310. It won't break and has nuclear power levels of battery life. Thank me later.,0,1,2023-06-08 09:42:44+00:00,"['ambiplays', 'samsungmobilesa', 'nokia', '3310', 'wont', 'break', 'nuclear', 'power', 'level', 'battery', 'life', 'thank', 'later']",0.0,0.172,0.828,0.3612,Positive,[],[]
"#Drone #battery
Super fast charging, low temperature rise, fast heat dissipation Up to 500+ charging and discharging cycles, with longer service life!!!
See more at-https://t.co/M8PG61sEqH https://t.co/ONpfCsaqMw",0,1,2023-06-08 09:34:13+00:00,"['drone', 'battery', 'super', 'fast', 'charging', 'low', 'temperature', 'rise', 'fast', 'heat', 'dissipation', '500', 'charging', 'discharging', 'cycle', 'longer', 'service', 'life', 'see']",0.091,0.17,0.739,0.4215,Positive,[],[]
"@Banouby I love my Pixel, I have the 6. Easy to use, great camera, battery life. I've had 2 now and unlikely to change.",0,1,2023-06-08 09:26:32+00:00,"['banouby', 'love', 'pixel', '6', 'easy', 'use', 'great', 'camera', 'battery', 'life', 'ive', '2', 'unlikely', 'change']",0.0,0.554,0.446,0.9042,Positive,[],[]
@BoburTohirov And battery life: 2 hours ...,0,1,2023-06-08 09:12:54+00:00,"['boburtohirov', 'battery', 'life', '2', 'hour']",0.0,0.0,1.0,0.0,Neutral,['boburtohirov battery life'],[]
@TheSolarShed replace in how many years and connected to a 10 year life span lithium battery I guess,0,1,2023-06-08 08:47:15+00:00,"['thesolarshed', 'replace', 'many', 'year', 'connected', '10', 'year', 'life', 'span', 'lithium', 'battery', 'guess']",0.0,0.0,1.0,0.0,Neutral,[],[]
