category,published_at,source,text,title,url,preprocessed_text,sentiment_neg,sentiment_pos,sentiment_neutral,sentiment,sentiment_group,ORG_entities,GPE_entities
general,2023-06-28T09:46:18+00:00,4-traders,"(marketscreener.com) NEW YORK, June 28, 2023 /PRNewswire/ -- The Gross Law Firm issues the following notice to shareholders of Atlas Lithium Corporation.Shareholders who purchased shares of ATLX during the class period listed are encouraged to contact the firm regarding possible lead plaintiff appointment. Appointment as lead plaintiff is not required to partake in...https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/The-Gross-Law-Firm-Notifies-Shareholders-of-Atlas-Lithium-Corporation-of-a-Class-Action-Lawsuit-and-44212130/?utm_medium=RSS&utm_content=20230628","The Gross Law Firm Notifies Shareholders of Atlas Lithium Corporation of a Class Action Lawsuit and a Lead Plaintiff Deadline of August 1, 2023 - (NASDAQ: ATLX)",https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/The-Gross-Law-Firm-Notifies-Shareholders-of-Atlas-Lithium-Corporation-of-a-Class-Action-Lawsuit-and-44212130/?utm_medium=RSS&utm_content=20230628,"['marketscreenercom', 'new', 'york', 'june', '28', '2023', 'prnewswire', 'gross', 'law', 'firm', 'issue', 'following', 'notice', 'shareholder', 'atlas', 'lithium', 'corporationshareholders', 'purchased', 'share', 'atlx', 'class', 'period', 'listed', 'encouraged', 'contact', 'firm', 'regarding', 'possible', 'lead', 'plaintiff', 'appointment', 'appointment', 'lead', 'plaintiff', 'required', 'partake']",0.076,0.115,0.809,0.1531,Positive,[],['new york']
general,2023-06-27T08:49:13+00:00,siliconrepublic,"The oldest winner of the Nobel Prize in history, Goodenough is credited with an invention that changed the face of electronics in the 21st century.Read more: John Goodenough, creator of the lithium-ion battery, dies at 100","John Goodenough, creator of the lithium-ion battery, dies at 100",https://www.siliconrepublic.com/innovation/john-b-goodenough-lithium-ion-battery-death-nobel-prize-oldest,"['oldest', 'winner', 'nobel', 'prize', 'history', 'goodenough', 'credited', 'invention', 'changed', 'face', 'electronics', '21st', 'centuryread', 'john', 'goodenough', 'creator', 'lithiumion', 'battery', 'dy', '100']",0.0,0.361,0.639,0.8625,Positive,[],[]
general,2023-06-26T00:56:43+00:00,resourceinvestingnews,"Galan Lithium Limited (ASX: GLN) (Galan or the Company) is very pleased to announce that on Friday 23 June 2023, the Catamarca Ministro – Ministerio de Mineria (Mines Department Minister) granted Galan the initial permits for the Phase 1 development of the Hombre Muerto West lithium brine project. The permit allows the development of the pre-construction activities, such as the commissioning of the new camp, removal of top-soil and preliminary testing activities for securing the ground quality. Upon the completion of these activities, Galan will be ready to accelerate the construction of the...",HMW Phase 1 Development Permits Granted – Works Commenced,https://investingnews.com.au/hmw-phase-1-development-permits-granted-works-commenced,"['galan', 'lithium', 'limited', 'asx', 'gln', 'galan', 'company', 'pleased', 'announce', 'friday', '23', 'june', '2023', 'catamarca', 'ministro', '–', 'ministerio', 'de', 'mineria', 'mine', 'department', 'minister', 'granted', 'galan', 'initial', 'permit', 'phase', '1', 'development', 'hombre', 'muerto', 'west', 'lithium', 'brine', 'project', 'permit', 'allows', 'development', 'preconstruction', 'activity', 'commissioning', 'new', 'camp', 'removal', 'topsoil', 'preliminary', 'testing', 'activity', 'securing', 'ground', 'quality', 'upon', 'completion', 'activity', 'galan', 'ready', 'accelerate', 'construction']",0.03,0.155,0.815,0.7783,Positive,"['galan lithium limited asx gln galan company', 'catamarca ministro']",[]
general,2023-06-25T01:30:00+00:00,ZimEye,"MASVINGO–Commissioner Crispen Charumbira is the new Masvingo Province Police boss. He replaces Commissioner David Mahoya. Mahoya transferred to Mashonaland West. &#8230; Continue reading ""Police Boss Caught In Lithium Scam""",Police Boss Caught In Lithium Scam,https://www.zimeye.net/2023/06/25/police-boss-caught-in-lithium-scam/,"['masvingo–commissioner', 'crispen', 'charumbira', 'new', 'masvingo', 'province', 'police', 'bos', 'replaces', 'commissioner', 'david', 'mahoya', 'mahoya', 'transferred', 'mashonaland', 'west', '8230', 'continue', 'reading', 'police', 'bos', 'caught', 'lithium', 'scam']",0.139,0.0,0.861,-0.5719,Negative,[],[]
general,2023-06-24T06:34:43+00:00,etfdailynews,"Element EV, Solar & Battery Materials (Lithium, Nickel, Copper, Cobalt) Futures Strategy ETF (NYSEARCA:CHRG &#8211; Get Rating) shares traded down 1.2% during trading on Friday . The stock traded as low as $21.06 and last traded at $21.24. 303 shares changed hands during mid-day trading, a decline of 80% from the average session volume of [&#8230;]","Element EV, Solar & Battery Materials (Lithium, Nickel, Copper, Cobalt) Futures Strategy ETF (NYSEARCA:CHRG) Stock Price Down 1.2%",https://www.etfdailynews.com/2023/06/24/element-ev-solar-battery-materials-lithium-nickel-copper-cobalt-futures-strategy-etf-nysearcachrg-stock-price-down-1-2/,"['element', 'ev', 'solar', 'battery', 'material', 'lithium', 'nickel', 'copper', 'cobalt', 'future', 'strategy', 'etf', 'nysearcachrg', '8211', 'get', 'rating', 'share', 'traded', '12', 'trading', 'friday', 'stock', 'traded', 'low', '2106', 'last', 'traded', '2124', '303', 'share', 'changed', 'hand', 'midday', 'trading', 'decline', '80', 'average', 'session', 'volume', '8230']",0.046,0.166,0.788,0.6705,Positive,[],[]
general,2023-06-27T10:06:26+00:00,mybroadband,"In addition to his groundbreaking work on battery technology, Nobel Price laureate John B Goodenough helped laid the groundwork for the development of RAM.",Inventor of lithium-ion battery dies at 100,https://mybroadband.co.za/news/energy/497821-inventor-of-lithium-ion-battery-dies-at-100.html,"['addition', 'groundbreaking', 'work', 'battery', 'technology', 'nobel', 'price', 'laureate', 'john', 'b', 'goodenough', 'helped', 'laid', 'groundwork', 'development', 'ram']",0.0,0.0,1.0,0.0,Neutral,[],[]
general,2023-06-06T15:01:05+00:00,4-traders,"(marketscreener.com) NEW YORK, June 6, 2023 /PRNewswire/ --&nbsp;Attorney Advertising -- Bronstein, Gewirtz &amp; Grossman, LLC notifies investors that a class action lawsuit has been filed against&nbsp;Atlas Lithium Corp. and certain of its officers, on behalf of all persons and entities that purchased or otherwise acquired Atlas Lithium&nbsp;securities between...https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/Bronstein-Gewirtz-Grossman-LLC-Notifies-Atlas-Lithium-Corp-ATLX-Investors-of-Class-Action-44051853/?utm_medium=RSS&utm_content=20230606","Bronstein, Gewirtz & Grossman, LLC Notifies Atlas Lithium Corp. (ATLX) Investors of Class Action",https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/Bronstein-Gewirtz-Grossman-LLC-Notifies-Atlas-Lithium-Corp-ATLX-Investors-of-Class-Action-44051853/?utm_medium=RSS&utm_content=20230606,"['marketscreenercom', 'new', 'york', 'june', '6', '2023', 'prnewswire', 'nbspattorney', 'advertising', 'bronstein', 'gewirtz', 'amp', 'grossman', 'llc', 'notifies', 'investor', 'class', 'action', 'lawsuit', 'filed', 'againstnbspatlas', 'lithium', 'corp', 'certain', 'officer', 'behalf', 'person', 'entity', 'purchased', 'otherwise', 'acquired', 'atlas', 'lithiumnbspsecurities', 'betwee']",0.054,0.06,0.886,0.0516,Positive,['againstnbspatlas lithium corp certain'],['new york']
general,2023-06-27T10:06:42+00:00,etfdailynews,"National Bank of Canada FI decreased its stake in Sigma Lithium Co. (NASDAQ:SGML &#8211; Get Rating) by 0.7% in the 1st quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The firm owned 165,803 shares of the company&#8217;s stock after selling 1,116 shares during the period. National Bank [&#8230;]",National Bank of Canada FI Has $6.02 Million Stock Holdings in Sigma Lithium Co. (NASDAQ:SGML),https://www.etfdailynews.com/2023/06/27/national-bank-of-canada-fi-has-6-02-million-stock-holdings-in-sigma-lithium-co-nasdaqsgml/,"['ational', 'bank', 'canada', 'fi', 'decreased', 'stake', 'sigma', 'lithium', 'co', 'nasdaqsgml', '8211', 'get', 'rating', '07', '1st', 'quarter', 'according', 'company', 'recent', 'disclosure', 'security', 'exchange', 'commission', 'firm', 'owned', '165803', 'share', 'company8217s', 'stock', 'selling', '1116', 'share', 'period', 'national', 'bank', '8230']",0.0,0.171,0.829,0.7003,Positive,['ational bank canada'],['company8217s']
general,2023-06-07T15:00:13+00:00,physorg,"For decades, the fields of physics and chemistry have maintained that the atoms and molecules that make up the natural world define the character of solid matter. Salt crystals get their crystalline quality from the ionic bond between sodium and chloride ions, metals like iron or copper get their strength from the metallic bonds between iron or copper atoms, and rubbers get their stretchiness from the flexible bonds within polymers that constitute the rubber. The same principle applies for materials like fungi, bacteria, and wood.",Scientists discover that water molecules define the materials around us,https://phys.org/news/2023-06-scientists-molecules-materials.html,"['decade', 'field', 'physic', 'chemistry', 'maintained', 'atom', 'molecule', 'make', 'natural', 'world', 'define', 'character', 'solid', 'matter', 'salt', 'crystal', 'get', 'crystalline', 'quality', 'ionic', 'bond', 'sodium', 'chloride', 'ion', 'metal', 'like', 'iron', 'copper', 'get', 'strength', 'metallic', 'bond', 'iron', 'copper', 'atom', 'rubber', 'get', 'stretchiness', 'flexible', 'bond', 'within', 'polymer', 'constitute', 'rubber', 'principle', 'applies', 'material', 'like', 'fungi', 'bacteria', 'wood']",0.0,0.258,0.742,0.9062,Positive,[],[]
general,2023-06-05T14:10:01+00:00,4-traders,"(marketscreener.com) NOT FOR DISTRIBUTION TO UNITED STATES WIRE SERVICES OR DISSEMINATION IN THE UNITED STATES. THIS NEWS RELEASE DOES NOT CONSTITUTE AN OFFER TO SELL OR A SOLICITATION OF AN OFFER TO BUY ANY OF THE SECURITIES IN THE UNITED STATES. THE SECURITIES HAVE NOT BEEN AND WILL NOT BE REGISTERED UNDER THE UNITED STATES SECURITIES ACT OF 1933, AS AMENDED OR ANY...https://www.marketscreener.com/quote/stock/FULL-CIRCLE-LITHIUM-CORP-127041019/news/Full-Circle-Lithium-Advancing-Lithium-Recycling-Demo-Plant-Buildout-and-Related-Technology-44041078/?utm_medium=RSS&utm_content=20230605",Full Circle Lithium Advancing Lithium Recycling Demo Plant Buildout and Related Technology,https://www.marketscreener.com/quote/stock/FULL-CIRCLE-LITHIUM-CORP-127041019/news/Full-Circle-Lithium-Advancing-Lithium-Recycling-Demo-Plant-Buildout-and-Related-Technology-44041078/?utm_medium=RSS&utm_content=20230605,"['marketscreenercom', 'distribution', 'united', 'state', 'wire', 'service', 'dissemination', 'united', 'state', 'news', 'release', 'constitute', 'offer', 'sell', 'solicitation', 'offer', 'buy', 'security', 'united', 'state', 'security', 'registered', 'united', 'state', 'security', 'act', '1933', 'amended']",0.0,0.467,0.533,0.9468,Positive,"['united state news', 'united state security']",[]
general,2023-06-28T04:05:23+00:00,mymotherlode,"Threatened by possible shortages of lithium for electric car batteries, automakers are racing to lock in supplies of the once-obscure “white gold” in a politically and environmentally fraught competition from China to Nevada to Chile","Threatened by shortages, electric car makers race for supplies of lithium for batteries",https://www.mymotherlode.com/news/asia/3146668/threatened-by-shortages-electric-car-makers-race-for-supplies-of-lithium-for-batteries.html,"['threatened', 'possible', 'shortage', 'lithium', 'electric', 'car', 'battery', 'automaker', 'racing', 'lock', 'supply', 'onceobscure', '“', 'white', 'gold', '”', 'politically', 'environmentally', 'fraught', 'competition', 'china', 'nevada', 'chile']",0.208,0.0,0.792,-0.6124,Negative,[],"['china', 'nevada']"
general,2023-06-08T10:10:43+00:00,etfdailynews,"Bacanora Lithium Plc (LON:BCN &#8211; Get Rating)&#8217;s share price passed below its fifty day moving average during trading on Wednesday . The stock has a fifty day moving average of GBX 67 ($0.83) and traded as low as GBX 67 ($0.83). Bacanora Lithium shares last traded at GBX 67 ($0.83), with a volume of 238,939 [&#8230;]",Bacanora Lithium (LON:BCN) Share Price Crosses Below Fifty Day Moving Average of $67.00,https://www.etfdailynews.com/2023/06/08/bacanora-lithium-lonbcn-share-price-crosses-below-fifty-day-moving-average-of-67-00/,"['bacanora', 'lithium', 'plc', 'lonbcn', '8211', 'get', 'rating8217s', 'share', 'price', 'passed', 'fifty', 'day', 'moving', 'average', 'trading', 'wednesday', 'stock', 'fifty', 'day', 'moving', 'average', 'gbx', '67', '083', 'traded', 'low', 'gbx', '67', '083', 'bacanora', 'lithium', 'share', 'last', 'traded', 'gbx', '67', '083', 'volume', '238939', '8230']",0.048,0.101,0.851,0.3182,Positive,['bacanora lithium plc lonbcn 8211'],[]
general,2023-06-07T07:54:51+00:00,etfdailynews,"Lithium Ionic Corp. (OTCMKTS:LTHCF &#8211; Get Rating) shot up 0.7% during trading on Tuesday . The company traded as high as $1.92 and last traded at $1.89. 5,119 shares traded hands during trading, a decline of 54% from the average session volume of 11,061 shares. The stock had previously closed at $1.87. Analyst Ratings Changes [&#8230;]",Lithium Ionic (OTCMKTS:LTHCF) Shares Up 0.7%,https://www.etfdailynews.com/2023/06/07/lithium-ionic-otcmktslthcf-shares-up-0-7/,"['thium', 'ionic', 'corp', 'otcmktslthcf', '8211', 'get', 'rating', 'shot', '07', 'trading', 'tuesday', 'company', 'traded', 'high', '192', 'last', 'traded', '189', '5119', 'share', 'traded', 'hand', 'trading', 'decline', '54', 'average', 'session', 'volume', '11061', 'share', 'stock', 'previously', 'closed', '187', 'analyst', 'rating', 'change', '8230']",0.09,0.166,0.744,0.3612,Positive,['thium ionic corp otcmktslthcf 8211'],[]
general,2023-06-06T13:05:03+00:00,4-traders,"(marketscreener.com) By Will Feuer Ecolab said it is expanding its Purolite business, which makes high-end ion exchange resins for the separation and purification of solutions, with a new manufacturing facility in Landenberg, Pa. The water purification company said the new plant, Purolite's fourth in Pennsylvania and sixth facility globally, would secure...https://www.marketscreener.com/quote/stock/ECOLAB-INC-12399/news/Ecolab-s-Purolite-Business-Adds-Manufacturing-Plant-in-Pennsylvania-44050719/?utm_medium=RSS&utm_content=20230606",Ecolab's Purolite Business Adds Manufacturing Plant in Pennsylvania,https://www.marketscreener.com/quote/stock/ECOLAB-INC-12399/news/Ecolab-s-Purolite-Business-Adds-Manufacturing-Plant-in-Pennsylvania-44050719/?utm_medium=RSS&utm_content=20230606,"['marketscreenercom', 'feuer', 'ecolab', 'said', 'expanding', 'purolite', 'business', 'make', 'highend', 'ion', 'exchange', 'resin', 'separation', 'purification', 'solution', 'new', 'manufacturing', 'facility', 'landenberg', 'pa', 'water', 'purification', 'company', 'said', 'new', 'plant', 'purolites', 'fourth', 'pennsylvania', 'sixth', 'facility', 'globally', 'would', 'secure']",0.0,0.128,0.872,0.5719,Positive,"['marketscreenercom feuer ecolab', 'landenberg pa water purification company']",[]
general,2023-06-05T00:31:37+00:00,resourceinvestingnews,"Infinity Lithium Corporation Limited (‘Infinity’, or ‘the Company’), through wholly owned subsidiary Extremadura New Energies, remains on course for the submission of the Exploitation Concession Application (‘ECA’) for the San José Lithium Project (‘San José’, or ‘the Project’) under the tenure Exploration Permit Extremadura S.E. (‘PESE’) (see ASX Announcement 29 March 2023). HIGHLIGHTS Mining License Application and Environmental Impact Assessment submission works progressing.San José Lithium Project tenure comprises all-encompassing granted Exploration Permit PESE....",San José Project Update,https://investingnews.com.au/san-jose-project-update,"['finity', 'lithium', 'corporation', 'limited', '‘', 'infinity', '’', '‘', 'company', '’', 'wholly', 'owned', 'subsidiary', 'extremadura', 'new', 'energy', 'remains', 'course', 'submission', 'exploitation', 'concession', 'application', '‘', 'eca', '’', 'san', 'josé', 'lithium', 'project', '‘', 'san', 'josé', '’', '‘', 'project', '’', 'tenure', 'exploration', 'permit', 'extremadura', 'se', '‘', 'pese', '’', 'see', 'asx', 'announcement', '29', 'march', '2023', 'highlight', 'mining', 'license', 'application', 'environmental', 'impact', 'assessment', 'submission', 'work', 'progressingsan', 'josé', 'lithium', 'project', 'tenure', 'comprises', 'allencompassing', 'granted', 'exploration', 'permit', 'pese']",0.03,0.16,0.81,0.7506,Positive,[],"['san josé', 'san josé']"
general,2023-06-28T10:46:07+00:00,4-traders,"(marketscreener.com) Bradda Head Lithium Ltd - lithium explorer in US state of Arizona - Says annual results for financial year that ended February 28 are being delayed by the hiring earlier this month of PKF Littlejohn LLP as its new auditors. Bradda Head says its expects be able to make the required filings by no later than August 28, which is the six-month...https://www.marketscreener.com/quote/stock/BRADDA-HEAD-LITHIUM-LIMIT-124927367/news/Bradda-Head-Lithium-annual-results-face-potential-delay-44212494/?utm_medium=RSS&utm_content=20230628",Bradda Head Lithium annual results face potential delay,https://www.marketscreener.com/quote/stock/BRADDA-HEAD-LITHIUM-LIMIT-124927367/news/Bradda-Head-Lithium-annual-results-face-potential-delay-44212494/?utm_medium=RSS&utm_content=20230628,"['marketscreenercom', 'bradda', 'head', 'lithium', 'ltd', 'lithium', 'explorer', 'u', 'state', 'arizona', 'say', 'annual', 'result', 'financial', 'year', 'ended', 'february', '28', 'delayed', 'hiring', 'earlier', 'month', 'pkf', 'littlejohn', 'llp', 'new', 'auditor', 'bradda', 'head', 'say', 'expects', 'able', 'make', 'required', 'filing', 'later', 'august', '28', 'sixmonth']",0.049,0.0,0.951,-0.2263,Negative,[],['arizona']
general,2023-06-26T17:01:38+00:00,euroweeklynews,"Pensioners in Spain have finally received the green light to apply for the new season on Imserso trips. This Monday, June 26, Ione Belarra, from the Ministry of Social Rights, announced the opening of the period for presenting applications to participate in the new season&#8217;s programme. A total of 886,269 places available for the 2023-24 [&#8230;]",Pensioners In Spain Given Green Light To Apply For New Season Of Imserso Trips,https://euroweeklynews.com/2023/06/26/pensioners-in-spain-given-green-light-to-apply-for-new-season-of-imserso-trips/,"['pensioner', 'spain', 'finally', 'received', 'green', 'light', 'apply', 'new', 'season', 'imserso', 'trip', 'monday', 'june', '26', 'ione', 'belarra', 'ministry', 'social', 'right', 'announced', 'opening', 'period', 'presenting', 'application', 'participate', 'new', 'season8217s', 'programme', 'total', '886269', 'place', 'available', '202324', '8230']",0.0,0.0,1.0,0.0,Neutral,['season8217s'],['spain']
general,2023-06-07T12:31:02+00:00,4-traders,"(marketscreener.com) Amprius Technologies, Inc. , a leader in next-generation lithium-ion batteries with its Silicon Anode Platform, is set to join the broad-market Russell 3000&reg; Index at the conclusion of the 2023 Russell indexes annual reconstitution, effective after the US market opens on June 26, according to a preliminary list of additions posted last month....https://www.marketscreener.com/quote/stock/AMPRIUS-TECHNOLOGIES-INC-143837983/news/Amprius-Set-to-Join-Russell-3000-Index-44061377/?utm_medium=RSS&utm_content=20230607",Amprius Set to Join Russell 3000® Index,https://www.marketscreener.com/quote/stock/AMPRIUS-TECHNOLOGIES-INC-143837983/news/Amprius-Set-to-Join-Russell-3000-Index-44061377/?utm_medium=RSS&utm_content=20230607,"['marketscreenercom', 'amprius', 'technology', 'inc', 'leader', 'nextgeneration', 'lithiumion', 'battery', 'silicon', 'anode', 'platform', 'set', 'join', 'broadmarket', 'russell', '3000reg', 'index', 'conclusion', '2023', 'russell', 'index', 'annual', 'reconstitution', 'effective', 'u', 'market', 'open', 'june', '26', 'according', 'preliminary', 'list', 'addition', 'posted', 'last', 'month']",0.0,0.138,0.862,0.6486,Positive,['amprius technology inc'],[]
general,2023-06-07T06:22:44+00:00,etfdailynews,"Critical Elements Lithium Co. (OTCMKTS:CRECF &#8211; Get Rating)&#8217;s share price was down 2.8% during trading on Tuesday . The company traded as low as $1.37 and last traded at $1.38. Approximately 19,529 shares traded hands during trading, a decline of 72% from the average daily volume of 70,058 shares. The stock had previously closed at [&#8230;]",Critical Elements Lithium (OTCMKTS:CRECF) Shares Down 2.8%,https://www.etfdailynews.com/2023/06/07/critical-elements-lithium-otcmktscrecf-shares-down-2-8/,"['critical', 'element', 'lithium', 'co', 'otcmktscrecf', '8211', 'get', 'rating8217s', 'share', 'price', '28', 'trading', 'tuesday', 'company', 'traded', 'low', '137', 'last', 'traded', '138', 'approximately', '19529', 'share', 'traded', 'hand', 'trading', 'decline', '72', 'average', 'daily', 'volume', '70058', 'share', 'stock', 'previously', 'closed', '8230']",0.097,0.217,0.686,0.6597,Positive,[],[]
general,2023-06-06T08:18:51+00:00,etfdailynews,"Lithium Americas Corp. (TSE:LAC &#8211; Get Rating) passed below its two hundred day moving average during trading on Monday . The stock has a two hundred day moving average of C$29.45 and traded as low as C$27.68. Lithium Americas shares last traded at C$27.98, with a volume of 305,084 shares. Wall Street Analysts Forecast Growth [&#8230;]",Lithium Americas (TSE:LAC) Stock Price Passes Below 200-Day Moving Average of $29.45,https://www.etfdailynews.com/2023/06/06/lithium-americas-tselac-stock-price-passes-below-200-day-moving-average-of-29-45/,"['thium', 'america', 'corp', 'tselac', '8211', 'get', 'rating', 'passed', 'two', 'hundred', 'day', 'moving', 'average', 'trading', 'monday', 'stock', 'two', 'hundred', 'day', 'moving', 'average', 'c2945', 'traded', 'low', 'c2768', 'lithium', 'america', 'share', 'last', 'traded', 'c2798', 'volume', '305084', 'share', 'wall', 'street', 'analyst', 'forecast', 'growth', '8230']",0.047,0.155,0.798,0.5994,Positive,['thium america corp'],['america']
general,2023-06-26T07:06:01+00:00,4-traders,"(marketscreener.com) VANCOUVER, British Columbia, June 26, 2023 -- Kyle Stevenson, a strategic advisor and major shareholder of Alpha Lithium Corp. , issues an open letter to his fellow shareholders declaring his opposition to the price and structure of Tecpetrol Investments S.L.&rsquo;s hostile bid. The full text of the letter is included below: To...https://www.marketscreener.com/quote/stock/ALPHA-LITHIUM-CORPORATION-61487871/news/Major-Alpha-Lithium-Shareholder-Opposes-Price-and-Structure-of-Tecpetrol-Hostile-Bid-44185052/?utm_medium=RSS&utm_content=20230626",Major Alpha Lithium Shareholder Opposes Price and Structure of Tecpetrol Hostile Bid,https://www.marketscreener.com/quote/stock/ALPHA-LITHIUM-CORPORATION-61487871/news/Major-Alpha-Lithium-Shareholder-Opposes-Price-and-Structure-of-Tecpetrol-Hostile-Bid-44185052/?utm_medium=RSS&utm_content=20230626,"['marketscreenercom', 'vancouver', 'british', 'columbia', 'june', '26', '2023', 'kyle', 'stevenson', 'strategic', 'advisor', 'major', 'shareholder', 'alpha', 'lithium', 'corp', 'issue', 'open', 'letter', 'fellow', 'shareholder', 'declaring', 'opposition', 'price', 'structure', 'tecpetrol', 'investment', 'slrsquos', 'hostile', 'bid', 'full', 'text', 'letter', 'included']",0.073,0.0,0.927,-0.3818,Negative,[],[]
general,2023-06-05T16:23:01+00:00,4-traders,"(marketscreener.com) The Schall Law Firm, a national shareholder rights litigation firm, reminds investors of a class action lawsuit against Atlas Lithium Corporation for violations of &sect;&sect;10 and 20 of the Securities Exchange Act of 1934 and Rule 10b-5 promulgated thereunder by the U.S. Securities and Exchange Commission.Investors who purchased the...https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/SHAREHOLDER-ACTION-ALERT-The-Schall-Law-Firm-Encourages-Investors-in-Atlas-Lithium-Corporation-with-44042021/?utm_medium=RSS&utm_content=20230605","SHAREHOLDER ACTION ALERT: The Schall Law Firm Encourages Investors in Atlas Lithium Corporation with Losses of $100,000 to Contact the Firm",https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/SHAREHOLDER-ACTION-ALERT-The-Schall-Law-Firm-Encourages-Investors-in-Atlas-Lithium-Corporation-with-44042021/?utm_medium=RSS&utm_content=20230605,"['marketscreenercom', 'schall', 'law', 'firm', 'national', 'shareholder', 'right', 'litigation', 'firm', 'reminds', 'investor', 'class', 'action', 'lawsuit', 'atlas', 'lithium', 'corporation', 'violation', 'sectsect10', '20', 'security', 'exchange', 'act', '1934', 'rule', '10b5', 'promulgated', 'thereunder', 'u', 'security', 'exchange', 'commissioninvestors', 'purchased']",0.178,0.124,0.698,-0.2732,Negative,[],[]
general,2023-06-28T18:31:01+00:00,4-traders,"(marketscreener.com) Company leaders will engage prominent industry figures and discuss their latest battery development breakthroughs at the Plugvolt Battery Seminar and The Battery ShowANN ARBOR, Mich., June 28, 2023 -- The Coretec Group , developers of silicon anode active materials for lithium-ion batteries and cyclohexasilane for electric vehicles ,...https://www.marketscreener.com/quote/stock/THE-CORETEC-GROUP-INC-111314205/news/The-Coretec-Group-to-Attend-Two-EV-Battery-Conferences-as-it-Increases-Awareness-of-its-Endurion-Bat-44224796/?utm_medium=RSS&utm_content=20230628",The Coretec Group to Attend Two EV Battery Conferences as it Increases Awareness of its Endurion Battery Program,https://www.marketscreener.com/quote/stock/THE-CORETEC-GROUP-INC-111314205/news/The-Coretec-Group-to-Attend-Two-EV-Battery-Conferences-as-it-Increases-Awareness-of-its-Endurion-Bat-44224796/?utm_medium=RSS&utm_content=20230628,"['marketscreenercom', 'company', 'leader', 'engage', 'prominent', 'industry', 'figure', 'discus', 'latest', 'battery', 'development', 'breakthrough', 'plugvolt', 'battery', 'seminar', 'battery', 'showann', 'arbor', 'mich', 'june', '28', '2023', 'coretec', 'group', 'developer', 'silicon', 'anode', 'active', 'material', 'lithiumion', 'battery', 'cyclohexasilane', 'electric', 'vehicle']",0.0,0.193,0.807,0.7506,Positive,[],[]
general,2023-06-26T13:00:00+00:00,Forbes,"Sales of lithium could bring substantial profits to the region and help India reduce its reliance on Australia and China, its major lithium suppliers.",India’s Green Energy Potential Hampered By Pakistan’s Turmoil,https://www.forbes.com/sites/arielcohen/2023/06/26/indias-green-energy-potential-hampered-by-pakistans-turmoil/,"['sale', 'lithium', 'could', 'bring', 'substantial', 'profit', 'region', 'help', 'india', 'reduce', 'reliance', 'australia', 'china', 'major', 'lithium', 'supplier']",0.0,0.363,0.637,0.7506,Positive,[],"['india', 'australia', 'china']"
general,2023-06-28T21:41:24+00:00,hiphopwired,"To celebrate Black Music Month, iOne Digital is going underneath the hood to explore American music through the lens of Black creators with AMERICAN SOUNDS. This short docuseries will celebrate a bevy of Black musical pioneers and their tireless journey to create some of the most iconic songs in Black culture. We’ll also explore the unique [&#8230;]","Just Blaze Talks Roc-A-Fella Records, His Creative Process And Musical Upbringing For ‘AMERICAN SOUNDS’",https://hiphopwired.com/1440030/just-blaze-talks-roc-a-fella-records-his-creative-process-and-musical-upbringing-for-american-sounds/,"['celebrate', 'black', 'music', 'month', 'ione', 'digital', 'going', 'underneath', 'hood', 'explore', 'american', 'music', 'lens', 'black', 'creator', 'american', 'sound', 'short', 'docuseries', 'celebrate', 'bevy', 'black', 'musical', 'pioneer', 'tireless', 'journey', 'create', 'iconic', 'song', 'black', 'culture', '’', 'also', 'explore', 'unique', '8230']",0.0,0.229,0.771,0.8591,Positive,[],[]
general,2023-06-06T13:26:03+00:00,4-traders,(marketscreener.com) By Robb M. Stewart The spread of forest fires across eastern Canada and the evacuation of communities in coastal Quebec are continuing to disrupt resources companies and to force their operations to be suspended. Exploration company Norris Lithium said Tuesday it has temporarily halted activities at its Highway and Bus lithium...https://www.marketscreener.com/quote/stock/APB-RESOURCES-18138344/news/Canadian-Resources-Companies-Suspend-Activities-Due-to-Quebec-Fire-Risk-44050930/?utm_medium=RSS&utm_content=20230606,Canadian Resources Companies Suspend Activities Due to Quebec Fire Risk,https://www.marketscreener.com/quote/stock/APB-RESOURCES-18138344/news/Canadian-Resources-Companies-Suspend-Activities-Due-to-Quebec-Fire-Risk-44050930/?utm_medium=RSS&utm_content=20230606,"['marketscreenercom', 'robb', 'stewart', 'spread', 'forest', 'fire', 'across', 'eastern', 'canada', 'evacuation', 'community', 'coastal', 'quebec', 'continuing', 'disrupt', 'resource', 'company', 'force', 'operation', 'suspended', 'exploration', 'company', 'norris', 'lithium', 'said', 'tuesday', 'temporarily', 'halted', 'activity', 'highway', 'bus', 'lithium']",0.151,0.052,0.797,-0.5574,Negative,"['eastern canada', 'community coastal quebec']",[]
